"250","Ranchi","India","23.34409970","85.30956200","5.5","0","1"
"251","Guna","India","24.64488000","77.31015800","5.5","0","1"
"252","Akluj","India","17.88730000","75.02036290","5.5","0","1"
"253","Amet","India","25.30000000","73.93000000","5.5","0","1"
"254","Ankleshwar","India","21.62660200","73.01192000","5.5","0","1"
"255","Babra","India","21.84416700","71.30416700","5.5","0","1"
"256","Sadri","India","25.00551700","74.06305870","5.5","0","1"
"257","Bhusawal","India","21.04737100","75.78765900","5.5","0","1"
"258","Bhanpura","India","24.51318210","75.74732400","5.5","0","1"
"259","Bilimora","India","20.77021990","72.96257790","5.5","0","1"
"260","Chabra","India","24.66316200","76.84374600","5.5","0","1"
"261","Chalala","India","21.70000000","71.28333333","5.5","0","1"
"262","Chas","India","19.03459110","74.64955829","5.5","0","1"
"263","Chechat","India","24.72496000","75.97783690","5.5","0","1"
"264","Dhinoj","India","23.66480000","72.28078950","5.5","0","1"
"265","Dhulia","India","20.89970000","74.76900000","5.5","0","1"
"266","Itarsi","India","22.60980100","77.76942000","5.5","0","1"
"267","Jaora","India","23.63000000","75.13000000","5.5","0","1"
"268","Jasdan","India","22.03938200","71.20880000","5.5","0","1"
"269","Jawad","India","24.59415100","74.86270900","5.5","0","1"
"270","Khachrod","India","23.42000000","75.28000000","5.5","0","1"
"271","Kheroda","India","24.57971400","74.06514000","5.5","0","1"
"272","Lathi","India","21.72305500","71.38638000","5.5","0","1"
"273","Neral","India","19.02460300","73.31571000","5.5","0","1"
"274","Panchgani","India","17.92037000","73.79385400","5.5","0","1"
"275","Pachmarhi (mp)","India","22.46670000","78.43330000","5.5","0","1"
"276","Parsola","India","23.95598600","74.36461000","5.5","0","1"
"277","Partapur","India","23.60000000","74.17000000","5.5","0","1"
"278","Pen","India","18.73488000","73.09660100","5.5","0","1"
"279","Pipariya","India","22.75000000","78.35000000","5.5","0","1"
"280","Ranala","India","21.34532370","74.39539900","5.5","0","1"
"281","Salumber","India","24.13813000","74.04201000","5.5","0","1"
"282","Sanjeli","India","23.05927290","73.97052000","5.5","0","1"
"283","Thakhtpur","India","22.13769000","81.86981600","5.5","0","1"
"284","Thandla","India","23.00677000","74.57854800","5.5","0","1"
"285","Udhna","India","21.08330000","72.88329000","5.5","0","1"
"286","Upleta","India","21.73972200","70.28138800","5.5","0","1"
"287","Ghogha (gj)","India","22.13333333","72.46666667","5.5","0","1"
"288","Rau (Indore)","India","22.63659900","75.81549300","5.5","0","1"
"289","Sambalpur (Orissa)","India","21.46622190","83.97516400","5.5","0","1"
"290","Partapgarh (up)","India","25.89440000","81.93880000","5.5","0","1"
"291","Kalawad","India","22.20628000","70.37745500","5.5","0","1"
"292","Ahmednagar","India","19.08000000","74.73000000","5.5","0","1"
"293","Dongaon","India","19.89517880","75.16619520","5.5","0","1"
"294","Halvad","India","23.02000000","71.18000000","5.5","0","1"
"295","Kamlapur","India","24.63252330","77.44571810","5.5","0","1"
"296","Maisaheba(Dandi)","India","21.33333330","72.63333330","5.5","0","1"
"297","Ranpur","India","22.37520000","71.68980000","5.5","0","1"
"298","Selavi","India","23.71066080","72.26893280","5.5","0","1"
"299","Devgadh baria","India","22.70220000","73.91500000","5.5","0","1"
"300","Shajapur (MP)","India","23.43000000","76.27000000","5.5","0","1"
"301","Neemuch (MP)","India","24.45000000","74.87000000","5.5","0","1"
"302","Denpasar-Bali","Indonesia","-8.65","115.216667","8.0","0","1"
"303","Surabaya","Indonesia","-7.23333","112.75","7.0","0","1"
"304","Tehran","Iran","35.715298","51.404343","3.5","0","1"
"305","Baghdad","Iraq","33.312805","44.361488","3.0","0","1"
"306","Karbala","Iraq","32.61603","44.02488","3.0","0","1"
"307","Najaf","Iraq","32.0259399","44.3462486","3.0","0","1"
"308","Clonmel","Ireland","52.355","-7.70389","0.0","0","1"
"309","Dublin","Ireland","53.35014","-6.266155","0.0","0","1"
"310","Dundalk","Ireland","54","-6.41667","0.0","0","1"
"311","Galway","Ireland","53.270962","-9.062690999999999","0.0","0","1"
"312","Limerick","Ireland","52.668018","-8.630497999999999","0.0","0","1"
"313","Jerusalem","Israel","31.771959","35.217018","2.0","0","1"
"314","Florence","Italy","43.769562","11.255814","1.0","0","1"
"315","Milan","Italy","45.464211","9.191383","1.0","0","1"
"316","Rome","Italy","41.890251","12.492373","1.0","0","1"
"317","Osaka","Japan","34.6937408","135.502182","9.0","0","1"
"318","Tokyo","Japan","35.652832","139.839478","9.0","0","1"
"319","Amman","Jordan","31.963158","35.930359","2.0","0","1"
"320","Kitui","Kenya","-1.36696","38.0105515","3.0","0","1"
"321","Mombasa","Kenya","-4.036878","39.669571","3.0","0","1"
"322","Nairobi","Kenya","-1.362863","36.834583","3.0","0","1"
"323","Malindi","Kenya","-3.219186","40.11689","3.0","0","1"
"324","Kuwait city","Kuwait","29.378586","47.990341","3.0","0","1"
"325","Luxembourg","Luxembourg","49.611622","6.131935","1.0","0","1"
"326","Ambilobe","Madagascar","-13.2026","49.0514","3.0","0","1"
"327","Diego","Madagascar","-12.2787","49.29171","3.0","0","1"
"328","Majunga","Madagascar","-15.71667","46.31667","3.0","0","1"
"329","Nosy Be","Madagascar","-13.4167","48.25","3.0","0","1"
"330","Tulear","Madagascar","-23.35","43.66667","3.0","0","1"
"331","Antananarivo","Madagascar","-18.91368","47.53613","3.0","0","1"
"332","Fortdauphin","Madagascar","-25.03249","46.98329","3.0","0","1"
"333","Toamasina, tamatave","Madagascar","-18.1492","49.40234","3.0","0","1"
"334","Sambava","Madagascar","-14.26667","50.16667","3.0","0","1"
"335","Ambanja","Madagascar","-13.68333","48.45","3.0","0","1"
"336","Morarano ouest","Madagascar","-20.93333","44.35","3.0","0","1"
"337","Morarano sud","Madagascar","-19.85","47.37","3.0","0","1"
"338","Maintirano","Madagascar","-18.06354","44.02951","3.0","0","1"
"339","Morondava","Madagascar","-20.28869","44.31782","3.0","0","1"
"340","Klang","Malaysia","3.03333","101.45","8.0","0","1"
"341","Kuala Lumpur","Malaysia","3.135185","101.686066","8.0","0","1"
"342","Penang","Malaysia","5.4253","100.312386","8.0","0","1"
"343","Port louis","Mauritius","-20.1667","57.5","4.0","0","1"
"344","Dzaoudzi","Mayotte","-12.7833333","45.2833333","3.0","0","1"
"345","Mayotte","Mayotte","-12.8275","45.1662","3.0","0","1"
"346","Rangoon","Myanmar","17.132582","96.141762","6.5","0","1"
"347","Delft","Netherlands","52.012665","4.355894","1.0","0","1"
"348","Eindhoven","Netherlands","51.44083","51.44083","1.0","0","1"
"349","Groningen","Netherlands","53.219383","6.566502","1.0","0","1"
"350","Heerlen","Netherlands","50.88365","5.98154","1.0","0","1"
"351","Tilburg","Netherlands","51.55551","5.0913","1.0","0","1"
"352","Auckland","New Zealand","-36.848461","174.763336","12.0","0","1"
"353","Niamey","Niger","13.5166667","2.11666667","1.0","0","1"
"354","Abuja","Nigeria","9.072264000000001","7.491302","1.0","0","1"
"355","Lagos","Nigeria","6.45","3.46666667","1.0","0","1"
"356","Bergen","Norway","60.397076","5.324383","1.0","0","1"
"357","Fredrikstad","Norway","59.2181015","10.9298","1.0","0","1"
"358","Oslo","Norway","59.911491","10.757933","1.0","0","1"
"359","Sarpsborg","Norway","59.284073","11.109403","1.0","0","1"
"360","Voss","Norway","60.62869","6.41474","1.0","0","1"
"361","Muscat","Oman","23.614328","58.545284","4.0","0","1"
"362","Salalah","Oman","17.019722","54.089722","4.0","0","1"
"363","Abbottabad","Pakistan","34.168751","73.221497","5.0","0","1"
"364","Badin","Pakistan","24.6560001","68.83699799999999","5.0","0","1"
"365","Hyderabad","Pakistan","25.3833","68.40000000000001","5.0","0","1"
"366","Islamabad","Pakistan","33.738045","73.08448799999999","5.0","0","1"
"367","Karachi","Pakistan","24.946218","67.00561500000001","5.0","0","1"
"368","Lahore","Pakistan","31.5333","74.36669999999999","5.0","0","1"
"369","Multan","Pakistan","30.176157","71.454048","5.0","0","1"
"370","Quetta","Pakistan","30.18327","66.99645200000001","5.0","0","1"
"371","Manila","Philippines","14.599512","120.984222","8.0","0","1"
"372","Warsaw","Poland","52.237049","21.017532","1.0","0","1"
"373","Lisbon","Portugal","38.736946","-9.142685","0.0","0","1"
"374","Porto","Portugal","41.145821","-8.613985","0.0","0","1"
"375","Doha","Qatar","25.286106","51.534817","3.0","0","1"
"376","Saint-denis","France","48.93333","2.36667","1.0","0","1"
"377","Bucharest","Romania","44.439663","26.096306","2.0","0","1"
"378","Moscow","Russia","55.751244","37.618423","3.0","0","1"
"379","Dammam","Saudi Arabia","26.39925","49.98436","3.0","0","1"
"380","Hofuf","Saudi Arabia","26.39925","49.98436","3.0","0","1"
"381","Jeddah","Saudi Arabia","21.472973","39.199612","3.0","0","1"
"382","Jubail","Saudi Arabia","26.39925","49.98436","3.0","0","1"
"383","Mecca","Saudi Arabia","21.42251","39.826168","3.0","0","1"
"384","Medina","Saudi Arabia","24.470901","39.612236","3.0","0","1"
"385","Riyadh","Saudi Arabia","24.774265","46.738586","3.0","0","1"
"386","Yanbu","Saudi Arabia","24.186848","38.026428","3.0","0","1"
"387","Singapore","Singapore","1.28967","103.85007","8.0","0","1"
"388","Cape town","South Africa","-33.918861","18.4233","2.0","0","1"
"389","Durban","South Africa","-29.8579","31.0292","2.0","0","1"
"390","Johannesburg","South Africa","-26.195246","28.034088","2.0","0","1"
"391","Seoul","South Korea","37.5326","127.024612","9.0","0","1"
"392","Madrid","Spain","40.416775","-3.70379","1.0","0","1"
"393","Valencia","Spain","39.46975","-0.37739","1.0","0","1"
