"165","1","Al Haddul Allama Syedi Shaikh Sadiqali (A.Q) , Surat","<p><img alt=\""\"" src=\""https://www.aajnodin.com/fck_eg/syedi sadiqali saheb.jpg\"" /></p>","22-11","1","0","1","https://www.aajnodin.com/fck_eg/syedi sadiqali saheb.jpg"
"167","1","Syedi Yusuf Ji Bin Syedi Dawood bhai (A.Q)  Shajapur","<p style=\""text-align: center; \""><img width=\""800\"" height=\""1000\"" alt=\""\"" src=\""https://www.aajnodin.com/fck_eg/image/shahjapur_1%20copy.jpg\"" /></p>","27-11","1","0","1","https://www.aajnodin.com/fck_eg/image/shahjapur_1%20copy.jpg"
"827","33","Imam Hasan (SA)","<p style=""text-align: left;""><img src=""https://www.aajnodin.com/fck_eg/image/IMAM%20HASAN%20SA.jpg"" alt="""" />&nbsp;</p>","27-2","1","1","1","https://www.aajnodin.com/fck_eg/image/IMAM%20HASAN%20SA.jpg"
"169","1","Syedi Khoj Bin Malak, Kaparwanj","<p style=""text-align: center; ""><img width=""790"" height=""1200"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/SYEDI%20KHOJ%20SAHEB%20copy.jpg"" /></p>","6-12","1","1","0","https://www.aajnodin.com/fck_eg/image/SYEDI%20KHOJ%20SAHEB%20copy.jpg"
"170","1","Maulai Feroz Bin Ismailji (A.Q),  Ahmedabad","<p style=""text-align: center; ""><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/MOULAYA%20FIROSE%20copy.jpg"" /></p>","13-12","1","1","0","https://www.aajnodin.com/fck_eg/image/MOULAYA%20FIROSE%20copy.jpg"
"175","1","Syedna Mohammed Burhanuddin (RA) Surat ,49ma Dai Al Mutlaq","<p style=""text-align: center; ""><img width=""786"" height=""3700"" alt="""" src=""https://www.aajnodin.com/fck_eg/image/49TH-DAI.jpg"" /></p>","27-12","1","1","0","https://www.aajnodin.com/fck_eg/image/49TH-DAI.jpg"
"176","1","Ganj Shohoda (A.Q), Ahmednagar","<p>Details will be updated soon.</p>","27-12","1","0","1",
"754","3","Washeq Raat (19 mi Raat)","<p style=\""text-align: left;\""><img src=\""https://www.aajnodin.com/fck_eg/image/19miraat.jpg\"" width=\""800\"" height=\""1804\"" alt=\""\"" />&nbsp;</p>","18-9","1","1","1","https://www.aajnodin.com/fck_eg/image/19miraat.jpg"
"180","3","Vasheq Raat (21 mi Raat)","<p style=\""text-align: center; \"">&nbsp;<img alt=\""\"" src=\""https://aajnodin.com/admin/images/21miraat.jpg\"" /></p>","20-9","1","1","1","https://aajnodin.com/admin/images/21miraat.jpg"
"181","3","Laila-tul-Qadr (23 mi Raat)","<p style=\""text-align: right; \""><img alt=\""\"" src=\""https://aajnodin.com/admin/images/LAILATULQADR.jpg\"" /></p>","22-9","1","1","1","https://aajnodin.com/admin/images/LAILATULQADR.jpg"
"192","6","Mazoon Ud Dawat Syedi Abdul Qadir Hakimuddin (A.Q.) SURAT","<p><img alt="""" src=""https://www.aajnodin.com/fck_eg/image/SAH.jpg"" /></p>","6-11","1","1","1","https://www.aajnodin.com/fck_eg/image/SAH.jpg"
"193","6","Syedi Shaikh Adam Safiyuddin Bin Syedna Noor Mohammed Nooruddin (37th Dai Al Mutlaq) (R.A)","<p>Details will be updated soon.</p>","7-11","1","0","1",
